CHROM StartPOS EndPOS
NC_047153.1 3080069 3080469
NC_047153.1 3193565 3193965
NC_047153.1 3311368 3311768
NC_047153.1 3360582 3360982
NC_047153.1 3381107 3381507
NC_047153.1 3601796 3602196
NC_047153.1 3655491 3655891
NC_047153.1 3765398 3765798
NC_047153.1 3835333 3835733
NC_047153.1 3975787 3976187
NC_047153.1 4070680 4071080
NC_047153.1 4093751 4094151
NC_047153.1 4277617 4278017
NC_047153.1 4339637 4340037
NC_047153.1 4368980 4369380
NC_047153.1 4413618 4414018
NC_047153.1 4543290 4543690
NC_047153.1 4688809 4689209
NC_047153.1 4720537 4720937
NC_047153.1 5079205 5079605
NC_047153.1 5153935 5154335
NC_047153.1 5473606 5474006
NC_047153.1 5483942 5484342
NC_047153.1 5689247 5689647
NC_047153.1 5728723 5729123
NC_047153.1 5944483 5944883
NC_047153.1 6039304 6039704
NC_047153.1 6054555 6054955
NC_047153.1 6202190 6202590
NC_047153.1 6432115 6432515
NC_047153.1 6460736 6461136
NC_047153.1 7080037 7080437
NC_047153.1 7754709 7755109
NC_047153.1 7871550 7871950
NC_047153.1 8057197 8057597
NC_047153.1 8100836 8101236
NC_047153.1 8281896 8282296
NC_047153.1 8301860 8302260
NC_047153.1 8347423 8347823
NC_047153.1 8779381 8779781
NC_047153.1 8882499 8882899
NC_047153.1 9063494 9063894
NC_047153.1 10004384 10004784
NC_047153.1 10139129 10139529
NC_047153.1 10159311 10159711
NC_047153.1 10743132 10743532
NC_047153.1 10816748 10817148
NC_047153.1 10949882 10950282
NC_047153.1 11356853 11357253
NC_047153.1 11775550 11775950
NC_047153.1 11927255 11927655
NC_047153.1 11981327 11981727
NC_047153.1 12519691 12520091
NC_047153.1 12551448 12551848
NC_047153.1 13157233 13157633
NC_047153.1 13317470 13317870
NC_047153.1 13469731 13470131
NC_047153.1 13534408 13534808
NC_047153.1 13641007 13641407
NC_047153.1 13775969 13776369
NC_047153.1 14749988 14750388
NC_047153.1 14973213 14973613
NC_047153.1 15354515 15354915
NC_047153.1 15363715 15364115
NC_047153.1 15527780 15528180
NC_047153.1 15616703 15617103
NC_047153.1 15976867 15977267
NC_047153.1 16578341 16578741
NC_047153.1 16738132 16738532
NC_047153.1 17054162 17054562
NC_047153.1 17735164 17735564
NC_047153.1 17804759 17805159
NC_047153.1 17869471 17869871
NC_047153.1 18398223 18398623
NC_047153.1 18438109 18438509
NC_047153.1 18487281 18487681
NC_047153.1 19136123 19136523
NC_047153.1 19157661 19158061
NC_047153.1 19609798 19610198
NC_047153.1 20356775 20357175
NC_047153.1 20415382 20415782
NC_047153.1 20476570 20476970
NC_047153.1 21269310 21269710
NC_047153.1 21282723 21283123
NC_047153.1 21329425 21329825
NC_047153.1 21396716 21397116
NC_047153.1 21525565 21525965
NC_047153.1 21583474 21583874
NC_047153.1 21608036 21608436
NC_047153.1 21782614 21783014
NC_047153.1 22255944 22256344
NC_047153.1 22332341 22332741
NC_047153.1 23009119 23009519
NC_047153.1 23099821 23100221
NC_047153.1 23525582 23525982
NC_047153.1 23609226 23609626
NC_047153.1 23626234 23626634
NC_047153.1 23849981 23850381
NC_047153.1 24012148 24012548
NC_047153.1 24215387 24215787
NC_047153.1 24285055 24285455
NC_047153.1 24366899 24367299
NC_047153.1 24554766 24555166
NC_047153.1 24613806 24614206
NC_047153.1 24833286 24833686
NC_047153.1 25291050 25291450
NC_047153.1 25426881 25427281
NC_047153.1 25466645 25467045
NC_047153.1 25664026 25664426
NC_047153.1 25762932 25763332
NC_047153.1 25796749 25797149
NC_047153.1 25993055 25993455
NC_047153.1 26588037 26588437
NC_047153.1 26992791 26993191
NC_047153.1 27541547 27541947
NC_047153.1 27891599 27891999
NC_047153.1 28400669 28401069
NC_047153.1 28566467 28566867
NC_047153.1 28955153 28955553
NC_047153.1 29569526 29569926
NC_047153.1 29664873 29665273
NC_047153.1 29763900 29764300
NC_047153.1 30175194 30175594
NC_047153.1 30372966 30373366
NC_047153.1 30601289 30601689
NC_047153.1 30615764 30616164
NC_047153.1 30744290 30744690
NC_047153.1 30983948 30984348
NC_047153.1 32663140 32663540
NC_047153.1 32663147 32663547
NC_047153.1 32663860 32664260
NC_047153.1 32666585 32666985
NC_047153.1 32667518 32667918
NC_047153.1 32668500 32668900
NC_047153.1 32669537 32669937
NC_047153.1 32669600 32670000
NC_047153.1 32670895 32671295
NC_047155.1 509146 590019
NC_047155.1 787174 787574
NC_047155.1 1096783 1097183
NC_047155.1 1236869 1237269
NC_047155.1 1520077 1520477
NC_047155.1 1589828 1590228
NC_047155.1 1617055 1617455
NC_047155.1 1655005 1655405
NC_047155.1 2121687 2122087
NC_047155.1 2350792 2351192
NC_047155.1 2374672 2375072
NC_047155.1 2446612 2447012
NC_047155.1 2823182 2823582
NC_047155.1 2838075 2838475
NC_047155.1 2860835 2861235
NC_047155.1 2872636 2873036
NC_047155.1 2898260 2898660
NC_047155.1 2938429 2938829
NC_047155.1 2948844 2949244
NC_047155.1 2964853 2965253
NC_047155.1 3004031 3004431
NC_047155.1 3074638 3075038
NC_047155.1 3141021 3141421
NC_047155.1 3182491 3182891
NC_047155.1 3202595 3202995
NC_047155.1 3282154 3282554
NC_047155.1 3308801 3309201
NC_047155.1 3364190 3364590
NC_047155.1 3403964 3404364
NC_047155.1 3419069 3419469
NC_047155.1 3436809 3437209
NC_047155.1 3465206 3465606
NC_047155.1 3619695 3620095
NC_047155.1 3685742 3686142
NC_047155.1 4068628 4069028
NC_047155.1 4085747 4086147
NC_047155.1 4144020 4144420
NC_047155.1 4232459 4232859
NC_047155.1 4254333 4254733
NC_047155.1 4279997 4280397
NC_047155.1 4318881 4319281
NC_047155.1 4364732 4365132
NC_047155.1 4422657 4423057
NC_047155.1 4437556 4437956
NC_047155.1 4557533 4557933
NC_047155.1 4700917 4701317
NC_047155.1 4848483 4848883
NC_047155.1 4948178 4948578
NC_047155.1 5079479 5079879
NC_047155.1 5141841 5142241
NC_047155.1 5161666 5162066
NC_047155.1 5195355 5195755
NC_047155.1 5429359 5429759
NC_047155.1 5584406 5584806
NC_047155.1 5603654 5604054
NC_047155.1 5668410 5668810
NC_047155.1 5713534 5713934
NC_047155.1 5808395 5808795
NC_047155.1 5943233 5943633
NC_047155.1 5980267 5980667
NC_047155.1 5988878 5989278
NC_047155.1 6074004 6074404
NC_047155.1 6468788 6469188
NC_047155.1 6818688 6819088
NC_047155.1 7017064 7017464
NC_047155.1 7241417 7241817
NC_047155.1 7574377 7574777
NC_047155.1 7685501 7685901
NC_047155.1 7863684 7864084
NC_047155.1 7997710 7998110
NC_047155.1 8058011 8058411
NC_047155.1 8078120 8078520
NC_047155.1 8288142 8288542
NC_047155.1 8632202 8632602
NC_047155.1 8720908 8721308
NC_047155.1 9170921 9171321
NC_047155.1 9345794 9346194
NC_047155.1 9409263 9409663
NC_047155.1 9418780 9419180
NC_047155.1 9748116 9748516
NC_047155.1 9904458 9904858
NC_047155.1 9969690 9970090
NC_047155.1 10082651 10083051
NC_047155.1 10182239 10182639
NC_047155.1 10195940 10196340
NC_047155.1 10216315 10216715
NC_047155.1 10341702 10342102
NC_047155.1 10962121 10962521
NC_047155.1 11100297 11100697
NC_047155.1 11141691 11142091
NC_047155.1 11242774 11243174
NC_047155.1 12212279 12212679
NC_047155.1 13087918 13088318
NC_047155.1 13408302 13408702
NC_047155.1 13544641 13545041
NC_047155.1 13881109 13881509
NC_047155.1 13919593 13919993
NC_047155.1 14008706 14009106
NC_047155.1 14232799 14233199
NC_047155.1 14271032 14271432
NC_047155.1 14437198 14437598
NC_047155.1 14487334 14487734
NC_047155.1 14876738 14877138
NC_047155.1 14891343 14891743
NC_047155.1 14976311 14976711
NC_047155.1 15346689 15347089
NC_047155.1 15377032 15377432
NC_047155.1 15501976 15502376
NC_047155.1 15650689 15651089
NC_047155.1 16173530 16173930
NC_047155.1 16223133 16223533
NC_047155.1 16276407 16276807
NC_047155.1 16361673 16362073
NC_047155.1 16388846 16389246
NC_047155.1 16442326 16442726
NC_047155.1 16495197 16495597
NC_047155.1 16945971 16946371
NC_047155.1 17459124 17459524
NC_047155.1 17534402 17534802
NC_047155.1 17570354 17570754
NC_047155.1 17943704 17944104
NC_047155.1 18278492 18278892
NC_047155.1 18333989 18334389
NC_047155.1 18695751 18696151
NC_047155.1 18753402 18753802
NC_047155.1 18903623 18904023
NC_047155.1 19413719 19414119
NC_047155.1 19763525 19763925
NC_047155.1 20673234 20673634
NC_047155.1 20979225 20979625
NC_047155.1 21789972 21790372
NC_047155.1 22666015 22666415
NC_047155.1 22724576 22724976
NC_047155.1 22939662 22940062
NC_047155.1 23109024 23109424
NC_047155.1 23137382 23137782
NC_047155.1 23166876 23167276
NC_047155.1 23291765 23292165
NC_047155.1 23302570 23302970
NC_047155.1 23328104 23328504
NC_047155.1 23378059 23378459
NC_047155.1 23427213 23427613
NC_047155.1 23551226 23551626
NC_047155.1 23639409 23639809
NC_047155.1 23817050 23817450
NC_047155.1 23980743 23981143
NC_047155.1 24121397 24121797
NC_047155.1 24277370 24277770
NC_047155.1 24795026 24795426
NC_047155.1 25230279 25230679
NC_047155.1 25420451 25420851
NC_047155.1 25580416 25580816
NC_047155.1 25603561 25603961
NC_047155.1 25733627 25734027
NC_047155.1 25849525 25849925
NC_047155.1 26272043 26272443
NC_047155.1 26292923 26293323
NC_047155.1 27260220 27260620
NC_047155.1 27301804 27302204
NC_047155.1 27481984 27482384
NC_047155.1 27646041 27646441
NC_047155.1 27987205 27987605
NC_047155.1 28063323 28063723
NC_047155.1 29035493 29035893
NC_047155.1 29105373 29105773
NC_047155.1 29223540 29223940
NC_047155.1 29377451 29377851
NC_047155.1 29465851 29466251
NC_047155.1 29530350 29530750
NC_047155.1 29548949 29549349
NC_047155.1 29706004 29706404
NC_047155.1 29725179 29725579
NC_047155.1 29897675 29898075
NC_047155.1 30373179 30373579
NC_047155.1 30744295 30744695
NC_047155.1 30745513 30745913
NC_047155.1 30745564 30745963
NC_047155.1 30747422 30747822
NC_047155.1 30749076 30749476
NC_047155.1 30750756 30751156
NC_047155.1 30750756 30751156
NC_047159.1 163541 548535
NC_047159.1 571792 572192
NC_047159.1 687824 688224
NC_047159.1 928776 929176
NC_047159.1 1067127 1067527
NC_047159.1 1231568 1231968
NC_047159.1 1304580 1304980
NC_047159.1 1319558 1319958
NC_047159.1 1353796 1354196
NC_047159.1 1364790 1365190
NC_047159.1 1442405 1442805
NC_047159.1 1501324 1501724
NC_047159.1 1572144 1572544
NC_047159.1 1667577 1667977
NC_047159.1 1698619 1699019
NC_047159.1 1712755 1713155
NC_047159.1 1758737 1759137
NC_047159.1 2011503 2011903
NC_047159.1 2031489 2031889
NC_047159.1 2214082 2214482
NC_047159.1 2227564 2227964
NC_047159.1 2345062 2345462
NC_047159.1 2388488 2388888
NC_047159.1 2426074 2426474
NC_047159.1 2776431 2776831
NC_047159.1 2791768 2792168
NC_047159.1 2865607 2866007
NC_047159.1 3064412 3064812
NC_047159.1 3148912 3149312
NC_047159.1 3252629 3253029
NC_047159.1 3278369 3278769
NC_047159.1 3328008 3328408
NC_047159.1 3351567 3351967
NC_047159.1 3367888 3368288
NC_047159.1 3475357 3475757
NC_047159.1 4068676 4069076
NC_047159.1 4237533 4237933
NC_047159.1 4285863 4286263
NC_047159.1 4360933 4361333
NC_047159.1 4458880 4459280
NC_047159.1 4547846 4548246
NC_047159.1 4563857 4564257
NC_047159.1 4863642 4864042
NC_047159.1 5034276 5034676
NC_047159.1 5075746 5076146
NC_047159.1 5115605 5116005
NC_047159.1 5282778 5283178
NC_047159.1 5404359 5404759
NC_047159.1 5418520 5418920
NC_047159.1 5592145 5592545
NC_047159.1 5732696 5733096
NC_047159.1 5817710 5818110
NC_047159.1 6181366 6181766
NC_047159.1 6261734 6262134
NC_047159.1 6988599 6988999
NC_047159.1 7496738 7497138
NC_047159.1 7837093 7837493
NC_047159.1 7929131 7929531
NC_047159.1 8693169 8693569
NC_047159.1 8785902 8786302
NC_047159.1 9201238 9201638
NC_047159.1 9271346 9271746
NC_047159.1 9718993 9719393
NC_047159.1 11689841 11690241
NC_047159.1 11837938 11838338
NC_047159.1 11910907 11911307
NC_047159.1 12353966 12354366
NC_047159.1 12570784 12571184
NC_047159.1 13118254 13118654
NC_047159.1 13448812 13449212
NC_047159.1 13635491 13635891
NC_047159.1 13993664 13994064
NC_047159.1 14311046 14311446
NC_047159.1 14884264 14884664
NC_047159.1 14906622 14907022
NC_047159.1 15035806 15036206
NC_047159.1 15077198 15077598
NC_047159.1 15299826 15300226
NC_047159.1 15439713 15440113
NC_047159.1 15450002 15450402
NC_047159.1 15635865 15636265
NC_047159.1 15867768 15868168
NC_047159.1 16304295 16304695
NC_047159.1 16472317 16472717
NC_047159.1 16492055 16492455
NC_047159.1 16689365 16689765
NC_047159.1 17130761 17131161
NC_047159.1 17214309 17214709
NC_047159.1 17369999 17370399
NC_047159.1 17464804 17465204
NC_047159.1 17836169 17836569
NC_047159.1 18194863 18195263
NC_047159.1 18363141 18363541
NC_047159.1 18576539 18576939
NC_047159.1 18587189 18587589
NC_047159.1 18725262 18725662
NC_047159.1 18876295 18876695
NC_047159.1 18920817 18921217
NC_047159.1 18938539 18938939
NC_047159.1 19204859 19205259
NC_047159.1 19476507 19476907
NC_047159.1 19487748 19488148
NC_047159.1 20180835 20181235
NC_047159.1 20221847 20222247
NC_047159.1 20328635 20329035
NC_047159.1 20373546 20373946
NC_047159.1 21298573 21298973
NC_047159.1 21319815 21320215
NC_047159.1 21767504 21767904
NC_047159.1 21806416 21806816
NC_047159.1 21847566 21847966
NC_047159.1 21892840 21893240
NC_047159.1 22399888 22400288
NC_047159.1 22578235 22578635
NC_047159.1 22663174 22663574
NC_047159.1 22672070 22672470
NC_047159.1 22726840 22727240
NC_047159.1 22764106 22764506
NC_047159.1 22797944 22798344
NC_047159.1 22853520 22853920
NC_047159.1 22998993 22999393
NC_047159.1 23065644 23066044
NC_047159.1 23357520 23357920
NC_047159.1 23623371 23623771
NC_047159.1 23824036 23824436
NC_047159.1 23916458 23916858
NC_047159.1 23962055 23962455
NC_047159.1 24066659 24067059
NC_047159.1 24094613 24095013
NC_047159.1 24145651 24146051
NC_047159.1 24209761 24210161
NC_047159.1 24432372 24432772
NC_047159.1 24571603 24572003
NC_047159.1 24738218 24738618
NC_047159.1 24809601 24810001
NC_047159.1 24975777 24976177
NC_047159.1 25202804 25203204
NC_047159.1 25342475 25342875
NC_047159.1 25483119 25483519
NC_047159.1 25543655 25544055
NC_047159.1 26554711 26555111
NC_047159.1 26632256 26632656
NC_047159.1 26643824 26644224
NC_047159.1 26990910 26991310
NC_047159.1 27074023 27074423
NC_047159.1 27145901 27146301
NC_047159.1 27202110 27202510
NC_047159.1 27560703 27561103
NC_047159.1 27722801 27723201
NC_047159.1 28197418 28197818
NC_047159.1 28504418 28504818
NC_047159.1 28984216 28984616
NC_047159.1 29162490 29162890
NC_047159.1 29163194 29163594
NC_047159.1 29163529 29163929
NC_047159.1 29164867 29165267
NC_047159.1 29164876 29165276
NC_047159.1 29165855 29166255
NC_047161.1 99490 302363
NC_047161.1 444850 445250
NC_047161.1 695121 695521
NC_047161.1 798812 799212
NC_047161.1 852396 852796
NC_047161.1 875389 875789
NC_047161.1 936097 936497
NC_047161.1 1033618 1034018
NC_047161.1 1068713 1069113
NC_047161.1 1138891 1139291
NC_047161.1 1219491 1219891
NC_047161.1 1248327 1248727
NC_047161.1 1257275 1257675
NC_047161.1 1305752 1306152
NC_047161.1 1341714 1342114
NC_047161.1 1352619 1353019
NC_047161.1 1455734 1456134
NC_047161.1 1478505 1478905
NC_047161.1 1509035 1509435
NC_047161.1 1560282 1560682
NC_047161.1 1618298 1618698
NC_047161.1 1655287 1655687
NC_047161.1 1722200 1722600
NC_047161.1 1929862 1930262
NC_047161.1 1991714 1992114
NC_047161.1 2110500 2110900
NC_047161.1 2349606 2350006
NC_047161.1 2468675 2469075
NC_047161.1 2544434 2544834
NC_047161.1 2585291 2585691
NC_047161.1 2606604 2607004
NC_047161.1 2659653 2660053
NC_047161.1 2674840 2675240
NC_047161.1 2690215 2690615
NC_047161.1 2711320 2711720
NC_047161.1 2739489 2739889
NC_047161.1 2809966 2810366
NC_047161.1 3067655 3068055
NC_047161.1 3080909 3081309
NC_047161.1 3127856 3128256
NC_047161.1 3300658 3301058
NC_047161.1 3337092 3337492
NC_047161.1 3355441 3355841
NC_047161.1 3458844 3459244
NC_047161.1 3483704 3484104
NC_047161.1 3595969 3596369
NC_047161.1 3628816 3629216
NC_047161.1 3658806 3659206
NC_047161.1 3679206 3679606
NC_047161.1 3725268 3725668
NC_047161.1 3812574 3812974
NC_047161.1 3901907 3902307
NC_047161.1 3965074 3965474
NC_047161.1 3977227 3977627
NC_047161.1 3990186 3990586
NC_047161.1 4004671 4005071
NC_047161.1 4132421 4132821
NC_047161.1 4199612 4200012
NC_047161.1 4214107 4214507
NC_047161.1 4229664 4230064
NC_047161.1 4279205 4279605
NC_047161.1 4293286 4293686
NC_047161.1 4351048 4351448
NC_047161.1 4396615 4397015
NC_047161.1 4655548 4655948
NC_047161.1 4735821 4736221
NC_047161.1 4788649 4789049
NC_047161.1 4807233 4807633
NC_047161.1 4925812 4926212
NC_047161.1 5342074 5342474
NC_047161.1 5589353 5589753
NC_047161.1 5623750 5624150
NC_047161.1 5652785 5653185
NC_047161.1 5860169 5860569
NC_047161.1 6268136 6268536
NC_047161.1 6584552 6584952
NC_047161.1 6750246 6750646
NC_047161.1 6827918 6828318
NC_047161.1 6903786 6904186
NC_047161.1 7043938 7044338
NC_047161.1 7165744 7166144
NC_047161.1 7496620 7497020
NC_047161.1 8350911 8351311
NC_047161.1 8431669 8432069
NC_047161.1 8608285 8608685
NC_047161.1 9011518 9011918
NC_047161.1 9036148 9036548
NC_047161.1 9076874 9077274
NC_047161.1 9322025 9322425
NC_047161.1 9826337 9826737
NC_047161.1 9871057 9871457
NC_047161.1 9880213 9880613
NC_047161.1 10083058 10083458
NC_047161.1 10261894 10262294
NC_047161.1 10608494 10608894
NC_047161.1 10728887 10729287
NC_047161.1 10807255 10807655
NC_047161.1 11126090 11126490
NC_047161.1 11215342 11215742
NC_047161.1 11352843 11353243
NC_047161.1 11453263 11453663
NC_047161.1 11494005 11494405
NC_047161.1 11651740 11652140
NC_047161.1 12054070 12054470
NC_047161.1 12148622 12149022
NC_047161.1 12284435 12284835
NC_047161.1 12414625 12415025
NC_047161.1 12616434 12616834
NC_047161.1 12673402 12673802
NC_047161.1 13007190 13007590
NC_047161.1 13388449 13388849
NC_047161.1 13448342 13448742
NC_047161.1 13719495 13719895
NC_047161.1 13847032 13847432
NC_047161.1 14049912 14050312
NC_047161.1 14062270 14062670
NC_047161.1 14107550 14107950
NC_047161.1 14335367 14335767
NC_047161.1 14651377 14651777
NC_047161.1 15048234 15048634
NC_047161.1 15117576 15117976
NC_047161.1 15249721 15250121
NC_047161.1 15498131 15498531
NC_047161.1 15795760 15796160
NC_047161.1 16314793 16315193
NC_047161.1 16324199 16324599
NC_047161.1 16368585 16368985
NC_047161.1 16392143 16392543
NC_047161.1 16487301 16487701
NC_047161.1 16832733 16833133
NC_047161.1 17142383 17142783
NC_047161.1 17529865 17530265
NC_047161.1 17576067 17576467
NC_047161.1 17615029 17615429
NC_047161.1 17963738 17964138
NC_047161.1 18202362 18202762
NC_047161.1 18412537 18412937
NC_047161.1 18568490 18568890
NC_047161.1 18615576 18615976
NC_047161.1 18774990 18775390
NC_047161.1 18933472 18933872
NC_047161.1 19050775 19051175
NC_047161.1 19067091 19067491
NC_047161.1 19148506 19148906
NC_047161.1 19382529 19382929
NC_047161.1 19584368 19584768
NC_047161.1 19633317 19633717
NC_047161.1 19731957 19732357
NC_047161.1 19926749 19927149
NC_047161.1 19940178 19940578
NC_047161.1 19956108 19956508
NC_047161.1 20020913 20021313
NC_047161.1 20355635 20356035
NC_047161.1 20412324 20412724
NC_047161.1 20442068 20442468
NC_047161.1 20514463 20514863
NC_047161.1 20731218 20731618
NC_047161.1 20858692 20859092
NC_047161.1 20911442 20911842
NC_047161.1 20982085 20982485
NC_047161.1 21043630 21044030
NC_047161.1 21245062 21245462
NC_047161.1 21259351 21259751
NC_047161.1 21417575 21417975
NC_047161.1 22178399 22178799
NC_047161.1 22183864 22184264
NC_047161.1 22183864 22184264
NC_047163.1 622083 673122
NC_047163.1 737215 737615
NC_047163.1 804086 804486
NC_047163.1 907062 907462
NC_047163.1 998786 999186
NC_047163.1 1027181 1027581
NC_047163.1 1043894 1044294
NC_047163.1 1246083 1246483
NC_047163.1 1315486 1315886
NC_047163.1 1348847 1349247
NC_047163.1 1402286 1402686
NC_047163.1 1431076 1431476
NC_047163.1 1617341 1617741
NC_047163.1 1633679 1634079
NC_047163.1 1773654 1774054
NC_047163.1 1810710 1811110
NC_047163.1 2009105 2009505
NC_047163.1 2053315 2053715
NC_047163.1 2142074 2142474
NC_047163.1 2249053 2249453
NC_047163.1 2269803 2270203
NC_047163.1 2314946 2315346
NC_047163.1 2387404 2387804
NC_047163.1 2454999 2455399
NC_047163.1 2577108 2577508
NC_047163.1 2598187 2598587
NC_047163.1 2642437 2642837
NC_047163.1 2670548 2670948
NC_047163.1 2719712 2720112
NC_047163.1 2757666 2758066
NC_047163.1 2915742 2916142
NC_047163.1 3037918 3038318
NC_047163.1 3056391 3056791
