CHROM StartPOS EndPOS
NC_047162.1 1673557 1673957
NC_047162.1 1695453 1695853
NC_047162.1 1695929 1696329
NC_047162.1 1729398 1729798
NC_047162.1 1802281 1802681
NC_047162.1 1814292 1814692
NC_047162.1 1814613 1815013
NC_047162.1 1852965 1853365
NC_047162.1 1853473 1853873
NC_047162.1 1890425 1890825
NC_047162.1 1892238 1892638
NC_047162.1 2003956 2004356
NC_047162.1 2042963 2043363
NC_047162.1 2042969 2043369
NC_047162.1 2130977 2131377
NC_047162.1 2412635 2413035
NC_047162.1 2489943 2490343
NC_047162.1 2491620 2492020
NC_047162.1 2491631 2492031
NC_047162.1 2790014 2790414
NC_047162.1 2896084 2896484
NC_047162.1 2896594 2896994
NC_047162.1 2906147 2906547
NC_047162.1 2921291 2921691
NC_047162.1 2924325 2924725
NC_047162.1 3077190 3077590
NC_047162.1 3194620 3195020
NC_047162.1 3194646 3195046
NC_047162.1 3383012 3383412
NC_047162.1 3443741 3444141
NC_047162.1 3513440 3513840
NC_047162.1 3542165 3542565
NC_047162.1 3542166 3542566
NC_047162.1 3638574 3638974
NC_047162.1 3713616 3714016
NC_047162.1 3713813 3714213
NC_047162.1 3789342 3789742
NC_047162.1 3789532 3789931
NC_047162.1 3951423 3951823
NC_047162.1 3951682 3952082
NC_047162.1 4060147 4060547
NC_047162.1 4060379 4060779
NC_047162.1 4068432 4068832
NC_047162.1 4146676 4147076
NC_047162.1 4146719 4147119
NC_047162.1 4159112 4159512
NC_047162.1 4320817 4321217
NC_047162.1 4321151 4321551
NC_047162.1 4354350 4354750
NC_047162.1 4365848 4366248
NC_047162.1 4417084 4417484
NC_047162.1 4417087 4417487
NC_047162.1 4651453 4651853
NC_047162.1 4718488 4718888
NC_047162.1 4718804 4719204
NC_047162.1 4785025 4785425
NC_047162.1 4819330 4819730
NC_047162.1 4827225 4827625
NC_047162.1 5022156 5022556
NC_047162.1 5051570 5051970
NC_047162.1 5075606 5076006
NC_047162.1 5075607 5076007
NC_047162.1 5161443 5161843
NC_047162.1 5201008 5201408
NC_047162.1 5201137 5201537
NC_047162.1 5510271 5510671
NC_047162.1 5610373 5610773
NC_047162.1 5717444 5717844
NC_047162.1 5717885 5718285
NC_047162.1 5717958 5718358
NC_047162.1 5816334 5816734
NC_047162.1 6001258 6001658
NC_047162.1 6009887 6010287
NC_047162.1 6061086 6061486
NC_047162.1 6150874 6151274
NC_047162.1 6162253 6162653
NC_047162.1 6182354 6182754
NC_047162.1 6182438 6182838
NC_047162.1 6225746 6226146
NC_047162.1 6225749 6226150
NC_047162.1 6443601 6444001
NC_047162.1 6534931 6535331
NC_047162.1 6546632 6547032
NC_047162.1 6546997 6547397
NC_047162.1 6598626 6599026
NC_047162.1 6636101 6636501
NC_047162.1 6636113 6636513
NC_047162.1 6637412 6637812
NC_047162.1 6637865 6638265
NC_047162.1 6637867 6638267
NC_047162.1 6679616 6680016
NC_047162.1 6893677 6894077
NC_047162.1 6940977 6941377
NC_047162.1 6940978 6941378
NC_047162.1 7086147 7086547
NC_047162.1 7086153 7086553
NC_047162.1 7114951 7115351
NC_047162.1 7283499 7283899
NC_047162.1 7283521 7283922
NC_047162.1 7532998 7533398
NC_047162.1 7533157 7533557
NC_047162.1 7598268 7598668
NC_047162.1 7631571 7631971
NC_047162.1 7689454 7689854
NC_047162.1 7689608 7690009
NC_047162.1 7806840 7807240
NC_047162.1 7809575 7809975
NC_047162.1 7809704 7810104
NC_047162.1 7913546 7913946
NC_047162.1 7913800 7914200
NC_047162.1 7979175 7979575
NC_047162.1 7979242 7979642
NC_047162.1 8033425 8033825
NC_047162.1 8063195 8063595
NC_047162.1 8109454 8109854
NC_047162.1 8118727 8119127
NC_047162.1 8142578 8142978
NC_047162.1 8152778 8153178
NC_047162.1 8203913 8204313
NC_047162.1 8260329 8260729
NC_047162.1 8330831 8331231
NC_047162.1 8331270 8331670
NC_047162.1 8350979 8351379
NC_047162.1 8384579 8384979
NC_047162.1 8438110 8438510
NC_047162.1 8438330 8438730
NC_047162.1 8483894 8484294
NC_047162.1 8580051 8580451
NC_047162.1 8618901 8619301
NC_047162.1 8618913 8619314
NC_047162.1 8727391 8727791
NC_047162.1 8757015 8757415
NC_047162.1 8764214 8764614
NC_047162.1 8860051 8860451
NC_047162.1 9083860 9084260
NC_047162.1 9101761 9102161
NC_047162.1 9101802 9102202
NC_047162.1 9117772 9118172
NC_047162.1 9155285 9155685
NC_047162.1 9182339 9182739
NC_047162.1 9342277 9342677
NC_047162.1 9424048 9424448
NC_047162.1 9448716 9449116
NC_047162.1 9738377 9738777
NC_047162.1 9871795 9872195
NC_047162.1 9919281 9919681
NC_047162.1 9961278 9961678
NC_047162.1 9967826 9968226
NC_047162.1 9978795 9979195
NC_047162.1 9978822 9979222
NC_047162.1 10048579 10048979
NC_047162.1 10048593 10048994
NC_047162.1 10608875 10609275
NC_047162.1 10709910 10710310
NC_047162.1 10738001 10738401
NC_047162.1 10791015 10791415
NC_047162.1 10794477 10794877
NC_047162.1 10794491 10794891
NC_047162.1 11006088 11006488
NC_047162.1 11006093 11006493
NC_047162.1 11426337 11426737
NC_047162.1 11814043 11814443
NC_047162.1 11814043 11814443
