CHROM MapInfo
NC_047158.1 9387787
NC_047158.1 9396390
NC_047158.1 9405175
NC_047158.1 9459381
NC_047158.1 9459733
NC_047158.1 9472379
NC_047158.1 9472511
NC_047158.1 9535108
NC_047158.1 9569496
NC_047158.1 9569651
NC_047158.1 9569797
NC_047158.1 9569851
NC_047158.1 9569904
NC_047158.1 9582318
NC_047158.1 9643520
NC_047158.1 9653268
NC_047158.1 9653420
NC_047158.1 9851958
NC_047158.1 9875659
NC_047158.1 9892633
NC_047158.1 10002069
NC_047158.1 10037482
NC_047158.1 10037527
NC_047158.1 10091651
NC_047158.1 10101641
NC_047158.1 10378621
NC_047158.1 10380899
NC_047158.1 10398608
NC_047158.1 10398637
NC_047158.1 10398650
NC_047158.1 10398760
NC_047158.1 10486396
NC_047158.1 10608213
NC_047158.1 10608390
NC_047158.1 10621058
NC_047158.1 10684488
NC_047158.1 10729386
NC_047158.1 10729444
NC_047158.1 10729647
NC_047158.1 10750795
NC_047158.1 10750801
NC_047158.1 10751038
NC_047158.1 10768118
NC_047158.1 10773596
NC_047158.1 10781493
NC_047158.1 10909330
NC_047158.1 10909335
NC_047158.1 10965368
NC_047158.1 10965371
NC_047158.1 10965374
NC_047158.1 10965375
NC_047158.1 11080010
NC_047158.1 11102045
NC_047158.1 11167090
NC_047158.1 11176740
NC_047158.1 11176750
NC_047158.1 11176771
NC_047158.1 11196754
NC_047158.1 11373754
NC_047158.1 11427555
NC_047158.1 11427586
NC_047158.1 11427601
NC_047158.1 11427625
NC_047158.1 11518327
NC_047158.1 11518328
NC_047158.1 11595671
NC_047162.1 180578
NC_047162.1 522171
NC_047162.1 807981
NC_047162.1 808090
NC_047162.1 808187
NC_047162.1 831661
NC_047162.1 1006827
NC_047162.1 1006828
NC_047162.1 1006829
NC_047162.1 1019743
NC_047162.1 1019897
NC_047162.1 1255396
NC_047162.1 1255597
NC_047162.1 1255726
NC_047162.1 1276314
NC_047162.1 1467088
NC_047162.1 1467338
NC_047162.1 1467403
NC_047162.1 1604825
NC_047162.1 1673757
NC_047162.1 1695653
NC_047162.1 1696129
NC_047162.1 1729598
NC_047162.1 1802481
NC_047162.1 1814492
NC_047162.1 1814813
NC_047162.1 1853165
NC_047162.1 1853673
NC_047162.1 1890625
NC_047162.1 1892438
NC_047162.1 2004156
NC_047162.1 2043163
NC_047162.1 2043169
NC_047162.1 2071359
NC_047162.1 2131177
NC_047162.1 2412835
NC_047162.1 2490143
NC_047162.1 2491820
NC_047162.1 2491831
NC_047162.1 2790213
NC_047162.1 2790214
NC_047162.1 2841750
NC_047162.1 2896284
NC_047162.1 2896794
NC_047162.1 2906347
NC_047162.1 2921491
NC_047162.1 2924525
NC_047162.1 3077390
NC_047162.1 3194820
NC_047162.1 3194846
NC_047162.1 3366241
NC_047162.1 3383212
NC_047162.1 3443941
NC_047162.1 3513640
NC_047162.1 3542365
NC_047162.1 3542366
NC_047162.1 3638765
NC_047162.1 3638774
NC_047162.1 3645145
NC_047162.1 3713816
NC_047162.1 3714013
NC_047162.1 3771104
NC_047162.1 3789542
NC_047162.1 3789582
NC_047162.1 3789712
NC_047162.1 3789807
NC_047162.1 3789881
NC_047162.1 3791764
NC_047162.1 3951623
NC_047162.1 3951882
NC_047162.1 4060347
NC_047162.1 4060579
NC_047162.1 4068632
NC_047162.1 4146876
NC_047162.1 4146919
NC_047162.1 4159219
NC_047162.1 4159312
NC_047162.1 4209848
NC_047162.1 4321017
NC_047162.1 4321351
NC_047162.1 4354550
NC_047162.1 4366048
NC_047162.1 4417284
NC_047162.1 4417287
NC_047162.1 4455979
NC_047162.1 4651653
NC_047162.1 4718688
NC_047162.1 4719004
NC_047162.1 4785225
NC_047162.1 4819530
NC_047162.1 4827425
NC_047162.1 5022356
NC_047162.1 5051770
NC_047162.1 5075806
NC_047162.1 5075807
NC_047162.1 5109985
NC_047162.1 5161643
NC_047162.1 5201208
NC_047162.1 5201337
NC_047162.1 5380307
NC_047162.1 5510471
NC_047162.1 5610573
NC_047162.1 5717644
NC_047162.1 5718085
NC_047162.1 5718158
NC_047162.1 5759314
NC_047162.1 5816534
NC_047162.1 6001458
NC_047162.1 6010087
NC_047162.1 6061286
NC_047162.1 6151074
NC_047162.1 6162453
NC_047162.1 6182554
NC_047162.1 6182638
NC_047162.1 6225723
NC_047162.1 6225946
NC_047162.1 6225949
NC_047162.1 6225950
NC_047162.1 6233932
NC_047162.1 6443801
NC_047162.1 6535131
NC_047162.1 6546832
NC_047162.1 6547197
NC_047162.1 6598826
NC_047162.1 6636301
NC_047162.1 6636313
NC_047162.1 6636520
NC_047162.1 6637612
NC_047162.1 6638065
NC_047162.1 6638067
NC_047162.1 6679786
NC_047162.1 6679816
NC_047162.1 6805076
NC_047162.1 6893877
NC_047162.1 6941177
NC_047162.1 6941178
NC_047162.1 7067250
NC_047162.1 7086347
NC_047162.1 7086353
NC_047162.1 7100158
NC_047162.1 7115151
NC_047162.1 7283699
NC_047162.1 7283715
NC_047162.1 7283728
NC_047162.1 7364188
NC_047162.1 7533198
NC_047162.1 7533220
NC_047162.1 7533303
NC_047162.1 7533488
NC_047162.1 7533491
NC_047162.1 7533494
NC_047162.1 7598292
NC_047162.1 7598339
NC_047162.1 7598409
NC_047162.1 7598597
NC_047162.1 7631741
NC_047162.1 7631771
NC_047162.1 7656141
NC_047162.1 7689654
NC_047162.1 7689800
NC_047162.1 7689817
NC_047162.1 7771999
NC_047162.1 7807040
NC_047162.1 7809775
NC_047162.1 7809902
NC_047162.1 7809906
NC_047162.1 7851025
NC_047162.1 7913746
NC_047162.1 7914000
NC_047162.1 7979375
NC_047162.1 7979442
NC_047162.1 8033621
NC_047162.1 8033625
NC_047162.1 8053275
NC_047162.1 8063395
NC_047162.1 8109654
NC_047162.1 8118927
NC_047162.1 8142778
NC_047162.1 8152978
NC_047162.1 8204113
NC_047162.1 8260529
NC_047162.1 8331031
NC_047162.1 8331470
NC_047162.1 8351179
NC_047162.1 8384779
NC_047162.1 8438310
NC_047162.1 8438434
NC_047162.1 8438626
NC_047162.1 8480094
NC_047162.1 8484094
NC_047162.1 8580251
NC_047162.1 8619101
NC_047162.1 8619105
NC_047162.1 8619116
NC_047162.1 8619122
NC_047162.1 8678439
NC_047162.1 8727591
NC_047162.1 8757215
NC_047162.1 8764414
NC_047162.1 8860251
NC_047162.1 9084060
NC_047162.1 9101961
NC_047162.1 9102002
NC_047162.1 9102332
NC_047162.1 9117972
NC_047162.1 9155485
NC_047162.1 9182539
NC_047162.1 9342477
NC_047162.1 9424248
NC_047162.1 9448916
NC_047162.1 9738577
NC_047162.1 9871995
NC_047162.1 9919481
NC_047162.1 9961478
NC_047162.1 9968026
NC_047162.1 9978995
NC_047162.1 9979022
NC_047162.1 9990545
NC_047162.1 10048779
NC_047162.1 10048791
NC_047162.1 10048796
NC_047162.1 10226038
NC_047162.1 10609075
NC_047162.1 10710110
NC_047162.1 10738201
NC_047162.1 10791215
NC_047162.1 10794677
NC_047162.1 10794691
NC_047162.1 10982633
NC_047162.1 11006288
NC_047162.1 11006293
NC_047162.1 11025621
NC_047162.1 11426537
NC_047162.1 11814243
