CHROM MapInfo
NC_047151.1 24647098
NC_047151.1 24795743
NC_047151.1 24873651
NC_047151.1 25139054
NC_047151.1 25195457
NC_047151.1 25224874
NC_047151.1 25241236
NC_047151.1 25261994
NC_047151.1 25463420
NC_047151.1 26023336
NC_047151.1 26068035
NC_047151.1 26084406
NC_047151.1 26399592
NC_047151.1 26471509
NC_047151.1 26718129
NC_047151.1 26729459
NC_047151.1 26847486
NC_047151.1 27016091
NC_047151.1 27062997
NC_047151.1 27267405
NC_047151.1 27296923
NC_047151.1 27474257
NC_047151.1 27490338
NC_047151.1 27714433
NC_047151.1 27905711
NC_047151.1 28011814
NC_047151.1 28080804
NC_047151.1 28222166
NC_047151.1 28288007
NC_047151.1 28306677
NC_047151.1 28341398
NC_047151.1 28369708
NC_047151.1 28884660
NC_047151.1 28938041
NC_047151.1 29137852
NC_047151.1 29173019
NC_047151.1 29597644
NC_047151.1 29612451
NC_047151.1 29639326
NC_047151.1 29675997
NC_047151.1 29711969
NC_047151.1 29752971
NC_047151.1 29777735
NC_047151.1 30163741
NC_047151.1 30443717
NC_047151.1 30459199
NC_047151.1 30478425
NC_047152.1 137126
NC_047152.1 158088
NC_047152.1 202039
NC_047152.1 350890
NC_047152.1 538399
NC_047152.1 672759
NC_047152.1 822918
NC_047152.1 837663
NC_047152.1 866532
NC_047152.1 1771441
NC_047152.1 1888928
NC_047152.1 2006008
NC_047152.1 2282694
NC_047152.1 2323867
NC_047152.1 2347566
NC_047152.1 2385747
NC_047152.1 2457164
NC_047152.1 2477701
NC_047152.1 2623669
NC_047152.1 2645984
NC_047152.1 2748654
NC_047152.1 3262198
NC_047152.1 3331712
NC_047152.1 3344991
NC_047152.1 3375639
NC_047152.1 3405579
NC_047152.1 3470603
NC_047152.1 3498901
NC_047152.1 3583727
NC_047152.1 3679021
NC_047152.1 3827179
NC_047152.1 3942661
NC_047152.1 4137277
NC_047152.1 4167578
NC_047152.1 4234722
NC_047152.1 4313779
NC_047152.1 4377246
NC_047152.1 4955780
NC_047152.1 4975607
NC_047152.1 5070792
NC_047152.1 5114778
NC_047152.1 5312790
NC_047152.1 5552514
NC_047152.1 5681320
NC_047152.1 5710455
NC_047152.1 5892455
NC_047152.1 6056135
NC_047152.1 6421334
NC_047152.1 6550060
NC_047152.1 6748049
NC_047152.1 6761620
NC_047152.1 6990719
NC_047152.1 7021994
NC_047152.1 7055361
NC_047152.1 7411964
NC_047152.1 7597687
NC_047152.1 7633767
NC_047152.1 7672262
NC_047152.1 7717167
NC_047152.1 7791146
NC_047152.1 8046689
NC_047152.1 8080099
NC_047152.1 8252947
NC_047152.1 8483179
NC_047152.1 8872764
NC_047152.1 8900035
NC_047152.1 9081498
NC_047152.1 9103628
NC_047152.1 9122469
NC_047152.1 9162723
NC_047152.1 9185759
NC_047152.1 9234375
NC_047152.1 9313426
NC_047152.1 9336298
NC_047152.1 9456191
NC_047152.1 9548593
NC_047152.1 9828856
NC_047152.1 9875138
NC_047152.1 9898248
NC_047152.1 9917422
NC_047152.1 9928004
NC_047152.1 9945069
NC_047152.1 10003243
NC_047152.1 10084094
NC_047152.1 10153228
NC_047152.1 10215378
NC_047152.1 10378464
NC_047152.1 10512339
NC_047152.1 10526791
NC_047152.1 10542621
NC_047152.1 10558422
NC_047152.1 10610559
NC_047152.1 10703943
NC_047152.1 10733266
NC_047152.1 10808443
NC_047152.1 10836968
NC_047152.1 10929261
NC_047152.1 11034581
NC_047152.1 11181723
NC_047152.1 11202833
NC_047152.1 11244648
NC_047153.1 304006
NC_047153.1 389323
NC_047153.1 446323
NC_047153.1 582600
NC_047153.1 604110
NC_047153.1 763278
NC_047153.1 829166
NC_047153.1 883832
NC_047153.1 897560
NC_047153.1 1162721
NC_047153.1 1243322
NC_047153.1 1257074
NC_047153.1 1278572
NC_047153.1 1348961
NC_047153.1 1365167
NC_047153.1 1484244
NC_047153.1 1509556
NC_047153.1 1525880
NC_047153.1 1614282
NC_047153.1 1681505
NC_047153.1 2136337
NC_047153.1 2151520
NC_047153.1 2160715
NC_047153.1 2216874
NC_047153.1 2474771
NC_047153.1 2742188
NC_047153.1 2751097
NC_047153.1 2762527
NC_047153.1 2782576
NC_047153.1 2914961
NC_047153.1 2965190
NC_047153.1 3010867
NC_047153.1 3080269
NC_047153.1 3193765
NC_047153.1 3311568
NC_047153.1 3360782
NC_047153.1 3381307
NC_047153.1 3601996
NC_047153.1 3655691
NC_047153.1 3765598
NC_047153.1 3835533
NC_047153.1 3975987
NC_047153.1 4070880
NC_047153.1 4093951
NC_047153.1 4277817
NC_047153.1 4339837
NC_047153.1 4369180
NC_047153.1 4413818
NC_047153.1 4543490
NC_047153.1 4689009
NC_047153.1 4720737
NC_047153.1 5079405
NC_047153.1 5154135
NC_047153.1 5473806
NC_047153.1 5484142
NC_047153.1 5689447
NC_047153.1 5728923
NC_047153.1 5944683
NC_047153.1 6039504
NC_047153.1 6054755
NC_047153.1 6202390
NC_047153.1 6432315
NC_047153.1 6460936
NC_047153.1 7080237
NC_047153.1 7754909
NC_047153.1 7871750
NC_047153.1 8057397
NC_047153.1 8101036
NC_047153.1 8282096
NC_047153.1 8302060
NC_047153.1 8347623
NC_047153.1 8779581
NC_047153.1 8882699
NC_047153.1 9063694
NC_047153.1 10004584
NC_047153.1 10139329
NC_047153.1 10159511
NC_047153.1 10743332
NC_047153.1 10816948
NC_047153.1 10950082
NC_047153.1 11357053
NC_047153.1 11775750
NC_047153.1 11927455
NC_047153.1 11981527
NC_047153.1 12519891
NC_047153.1 12551648
NC_047153.1 13157433
NC_047153.1 13317670
NC_047153.1 13469931
NC_047153.1 13534608
NC_047153.1 13641207
NC_047153.1 13776169
NC_047153.1 14750188
NC_047153.1 14973413
NC_047153.1 15354715
NC_047153.1 15363915
NC_047153.1 15527980
NC_047153.1 15616903
NC_047153.1 15977067
NC_047153.1 16578541
NC_047153.1 16738332
NC_047153.1 17054362
NC_047153.1 17735364
NC_047153.1 17804959
NC_047153.1 17869671
NC_047153.1 18398423
NC_047153.1 18438309
NC_047153.1 18487481
NC_047153.1 19136323
NC_047153.1 19157861
NC_047153.1 19609998
NC_047153.1 20356975
NC_047153.1 20415582
NC_047153.1 20476770
NC_047153.1 21269510
NC_047153.1 21282923
NC_047153.1 21329625
NC_047153.1 21396916
NC_047153.1 21525765
NC_047153.1 21583674
NC_047153.1 21608236
NC_047153.1 21782814
NC_047153.1 22256144
NC_047153.1 22332541
NC_047153.1 23009319
NC_047153.1 23100021
NC_047153.1 23525782
NC_047153.1 23609426
NC_047153.1 23626434
NC_047153.1 23850181
NC_047153.1 24012348
NC_047153.1 24215587
NC_047153.1 24285255
NC_047153.1 24367099
NC_047153.1 24554966
NC_047153.1 24614006
NC_047153.1 24833486
NC_047153.1 25291250
NC_047153.1 25427081
NC_047153.1 25466845
NC_047153.1 25664226
NC_047153.1 25763132
NC_047153.1 25796949
NC_047153.1 25993255
NC_047153.1 26588237
NC_047153.1 26992991
NC_047153.1 27541747
NC_047153.1 27891799
NC_047153.1 28400869
NC_047153.1 28566667
NC_047153.1 28955353
NC_047153.1 29569726
NC_047153.1 29665073
NC_047153.1 29764100
NC_047153.1 30175394
NC_047153.1 30373166
NC_047153.1 30601489
NC_047153.1 30615964
NC_047153.1 30744490
NC_047153.1 30984148
NC_047154.1 1487681
NC_047154.1 1863485
NC_047154.1 2173110
NC_047154.1 2255188
NC_047154.1 2274036
NC_047154.1 2835183
NC_047154.1 3022261
NC_047154.1 3078027
NC_047154.1 3100033
NC_047154.1 3130401
NC_047154.1 3388156
NC_047154.1 3420751
NC_047154.1 3556083
NC_047154.1 3746743
NC_047154.1 3902976
NC_047154.1 3984005
NC_047154.1 4462348
NC_047154.1 4537042
NC_047154.1 4811867
NC_047154.1 4885994
NC_047154.1 5048120
NC_047154.1 5330403
NC_047154.1 5622559
NC_047154.1 6223103
NC_047154.1 6235098
NC_047154.1 6353988
NC_047154.1 6506527
NC_047154.1 6562682
NC_047154.1 6726748
NC_047154.1 6946246
NC_047154.1 7499793
NC_047154.1 7830409
NC_047154.1 8033540
NC_047154.1 8246022
NC_047154.1 8678978
NC_047154.1 9067129
NC_047154.1 9463245
NC_047154.1 9646936
NC_047154.1 10243648
NC_047154.1 10411753
NC_047154.1 10673679
NC_047154.1 11063197
NC_047154.1 11210065
NC_047154.1 11302737
NC_047154.1 11362854
NC_047154.1 11595970
NC_047154.1 11778820
NC_047154.1 11869837
NC_047154.1 12101446
NC_047154.1 12126422
NC_047154.1 12160626
NC_047154.1 12864934
NC_047154.1 13286695
NC_047154.1 13391832
NC_047154.1 13829794
NC_047154.1 14040414
NC_047154.1 14384378
NC_047154.1 14428286
NC_047154.1 14678058
NC_047154.1 14757929
NC_047154.1 15027386
NC_047154.1 15052697
NC_047154.1 15101730
NC_047154.1 15394746
NC_047154.1 15918686
NC_047154.1 15977267
NC_047154.1 16899318
NC_047154.1 16914976
NC_047154.1 18248112
NC_047154.1 18307032
NC_047154.1 18554307
NC_047154.1 19787157
NC_047154.1 20013401
NC_047154.1 20025173
NC_047154.1 20394634
NC_047154.1 20777971
NC_047154.1 20820524
NC_047154.1 20841265
NC_047154.1 21245221
NC_047154.1 21274911
NC_047154.1 21349446
NC_047154.1 21361899
NC_047154.1 21704196
NC_047154.1 21772850
NC_047154.1 21869948
NC_047154.1 21946183
NC_047154.1 22019318
NC_047154.1 22331997
NC_047154.1 22646258
NC_047154.1 22730416
NC_047154.1 22769113
NC_047154.1 22920438
NC_047154.1 23266153
NC_047154.1 23279169
NC_047154.1 23308056
NC_047154.1 23417026
NC_047154.1 23478822
NC_047154.1 23718094
NC_047154.1 23825838
NC_047154.1 23937143
NC_047154.1 24157363
NC_047154.1 24177711
NC_047154.1 24485752
NC_047154.1 24516899
NC_047154.1 24877266
NC_047154.1 25055786
NC_047154.1 25066337
NC_047154.1 25163048
NC_047154.1 25223083
NC_047154.1 25281195
NC_047154.1 25308970
NC_047154.1 25455039
NC_047154.1 25592406
NC_047154.1 25616499
NC_047154.1 25647567
NC_047154.1 25710704
NC_047154.1 25827118
NC_047154.1 25842526
NC_047154.1 26025211
NC_047154.1 26062827
NC_047154.1 26153837
NC_047154.1 26203467
NC_047154.1 26479613
NC_047154.1 26490706
NC_047154.1 26574209
NC_047154.1 26670103
NC_047154.1 26686200
NC_047154.1 26855808
NC_047154.1 26926340
NC_047154.1 27000171
NC_047154.1 27013034
NC_047154.1 27340236
NC_047154.1 27359987
NC_047154.1 27388710
NC_047154.1 27826582
NC_047154.1 27977835
NC_047154.1 28006658
NC_047154.1 28017717
NC_047154.1 28048669
NC_047154.1 28112181
NC_047154.1 28304236
NC_047154.1 28364138
NC_047155.1 509146
NC_047155.1 590019
NC_047155.1 787374
NC_047155.1 1096983
NC_047155.1 1237069
NC_047155.1 1520277
NC_047155.1 1590028
NC_047155.1 1617255
NC_047155.1 1655205
NC_047155.1 2121887
NC_047155.1 2350992
NC_047155.1 2374872
NC_047155.1 2446812
NC_047155.1 2823382
NC_047155.1 2838275
NC_047155.1 2861035
NC_047155.1 2872836
NC_047155.1 2898460
NC_047155.1 2938629
NC_047155.1 2949044
NC_047155.1 2965053
NC_047155.1 3004231
NC_047155.1 3074838
NC_047155.1 3141221
NC_047155.1 3182691
NC_047155.1 3202795
NC_047155.1 3282354
NC_047155.1 3309001
NC_047155.1 3364390
NC_047155.1 3404164
NC_047155.1 3419269
NC_047155.1 3437009
NC_047155.1 3465406
NC_047155.1 3619895
NC_047155.1 3685942
NC_047155.1 4068828
NC_047155.1 4085947
NC_047155.1 4144220
NC_047155.1 4232659
NC_047155.1 4254533
NC_047155.1 4280197
NC_047155.1 4319081
NC_047155.1 4364932
NC_047155.1 4422857
NC_047155.1 4437756
NC_047155.1 4557733
NC_047155.1 4701117
NC_047155.1 4848683
NC_047155.1 4948378
NC_047155.1 5079679
NC_047155.1 5142041
NC_047155.1 5161866
NC_047155.1 5195555
NC_047155.1 5429559
NC_047155.1 5584606
NC_047155.1 5603854
NC_047155.1 5668610
NC_047155.1 5713734
NC_047155.1 5808595
NC_047155.1 5943433
NC_047155.1 5980467
NC_047155.1 5989078
NC_047155.1 6074204
NC_047155.1 6468988
NC_047155.1 6818888
NC_047155.1 7017264
NC_047155.1 7241617
NC_047155.1 7574577
NC_047155.1 7685701
NC_047155.1 7863884
NC_047155.1 7997910
NC_047155.1 8058211
NC_047155.1 8078320
NC_047155.1 8288342
NC_047155.1 8632402
NC_047155.1 8721108
NC_047155.1 9171121
NC_047155.1 9345994
NC_047155.1 9409463
NC_047155.1 9418980
NC_047155.1 9748316
NC_047155.1 9904658
NC_047155.1 9969890
NC_047155.1 10082851
NC_047155.1 10182439
NC_047155.1 10196140
NC_047155.1 10216515
NC_047155.1 10341902
NC_047155.1 10962321
NC_047155.1 11100497
NC_047155.1 11141891
NC_047155.1 11242974
NC_047155.1 12212479
NC_047155.1 13088118
NC_047155.1 13408502
NC_047155.1 13544841
NC_047155.1 13881309
NC_047155.1 13919793
NC_047155.1 14008906
NC_047155.1 14232999
NC_047155.1 14271232
NC_047155.1 14437398
NC_047155.1 14487534
NC_047155.1 14876938
NC_047155.1 14891543
NC_047155.1 14976511
NC_047155.1 15346889
NC_047155.1 15377232
NC_047155.1 15502176
NC_047155.1 15650889
NC_047155.1 16173730
NC_047155.1 16223333
NC_047155.1 16276607
NC_047155.1 16361873
NC_047155.1 16389046
NC_047155.1 16442526
NC_047155.1 16495397
NC_047155.1 16946171
NC_047155.1 17459324
NC_047155.1 17534602
NC_047155.1 17570554
NC_047155.1 17943904
NC_047155.1 18278692
NC_047155.1 18334189
NC_047155.1 18695951
NC_047155.1 18753602
NC_047155.1 18903823
NC_047155.1 19413919
NC_047155.1 19763725
NC_047155.1 20673434
NC_047155.1 20979425
NC_047155.1 21790172
NC_047155.1 22666215
NC_047155.1 22724776
NC_047155.1 22939862
NC_047155.1 23109224
NC_047155.1 23137582
NC_047155.1 23167076
NC_047155.1 23291965
NC_047155.1 23302770
NC_047155.1 23328304
NC_047155.1 23378259
NC_047155.1 23427413
NC_047155.1 23551426
NC_047155.1 23639609
NC_047155.1 23817250
NC_047155.1 23980943
NC_047155.1 24121597
NC_047155.1 24277570
NC_047155.1 24795226
NC_047155.1 25230479
NC_047155.1 25420651
NC_047155.1 25580616
NC_047155.1 25603761
NC_047155.1 25733827
NC_047155.1 25849725
NC_047155.1 26272243
NC_047155.1 26293123
NC_047155.1 27260420
NC_047155.1 27302004
NC_047155.1 27482184
NC_047155.1 27646241
NC_047155.1 27987405
NC_047155.1 28063523
NC_047155.1 29035693
NC_047155.1 29105573
NC_047155.1 29223740
NC_047155.1 29377651
NC_047155.1 29466051
NC_047155.1 29530550
NC_047155.1 29549149
NC_047155.1 29706204
NC_047155.1 29725379
NC_047155.1 29897875
NC_047155.1 30373379
NC_047156.1 25359
NC_047156.1 123037
NC_047156.1 154460
NC_047156.1 744320
NC_047156.1 794380
NC_047156.1 833590
NC_047156.1 1030811
NC_047156.1 1090479
NC_047156.1 1207596
NC_047156.1 1548465
NC_047156.1 1590337
NC_047156.1 1667730
NC_047156.1 1773054
NC_047156.1 1939404
NC_047156.1 2017075
NC_047156.1 2090952
NC_047156.1 2116104
NC_047156.1 2220296
NC_047156.1 2374653
NC_047156.1 2571593
NC_047156.1 2698269
NC_047156.1 2754217
NC_047156.1 2763993
NC_047156.1 2790355
NC_047156.1 2861348
NC_047156.1 3036818
NC_047156.1 3078898
NC_047156.1 3096320
NC_047156.1 3115678
NC_047156.1 3176141
NC_047156.1 3200175
NC_047156.1 3450592
NC_047156.1 3549876
NC_047156.1 4117080
NC_047156.1 4193948
NC_047156.1 4231841
NC_047156.1 4416476
NC_047156.1 4758975
NC_047156.1 5066993
NC_047156.1 5169741
NC_047156.1 5414127
NC_047156.1 5798149
NC_047156.1 6000341
NC_047156.1 6063687
NC_047156.1 6101538
NC_047156.1 6147606
NC_047156.1 6188748
NC_047156.1 6331301
NC_047156.1 6562669
NC_047156.1 6685790
NC_047156.1 6786833
NC_047156.1 6878406
NC_047156.1 6911652
NC_047156.1 6981311
NC_047156.1 7018263
NC_047156.1 7324660
NC_047156.1 7967857
NC_047156.1 8448839
NC_047156.1 8881764
NC_047156.1 8987821
NC_047156.1 9023637
NC_047156.1 9414177
NC_047156.1 10040361
NC_047156.1 11118648
NC_047156.1 12231165
NC_047156.1 12301604
NC_047156.1 12591415
NC_047156.1 13183995
NC_047156.1 13238138
NC_047156.1 13360757
NC_047156.1 13548842
NC_047156.1 13712646
NC_047156.1 13976506
NC_047156.1 14390040
NC_047156.1 14469875
NC_047156.1 14841503
NC_047156.1 14951373
NC_047156.1 15051855
NC_047156.1 15220628
NC_047156.1 15303595
NC_047156.1 15656943
NC_047156.1 15839849
NC_047156.1 16036909
NC_047156.1 16248565
NC_047156.1 16269945
NC_047156.1 16282199
NC_047156.1 16415350
NC_047156.1 16632032
NC_047156.1 16841370
NC_047156.1 16883914
NC_047156.1 17098848
NC_047156.1 17192486
NC_047156.1 17739453
NC_047156.1 17889522
NC_047156.1 18754379
NC_047156.1 18828314
NC_047156.1 18882086
NC_047156.1 18942561
NC_047156.1 19222827
NC_047156.1 19297525
NC_047156.1 19308918
NC_047156.1 19471843
NC_047156.1 19509767
NC_047156.1 19590785
NC_047156.1 19604230
NC_047156.1 19831996
NC_047156.1 19966947
NC_047156.1 20179507
NC_047156.1 20308704
NC_047156.1 20329793
NC_047156.1 20404818
NC_047156.1 20417365
NC_047156.1 20441625
NC_047156.1 20644428
NC_047156.1 21046265
NC_047156.1 21070662
NC_047156.1 21341572
NC_047156.1 21595837
NC_047156.1 21716708
NC_047156.1 21884303
NC_047156.1 21972629
NC_047156.1 22007850
NC_047156.1 22205154
NC_047156.1 22331076
NC_047156.1 22437164
NC_047156.1 22677809
NC_047156.1 22730043
NC_047156.1 22969266
NC_047156.1 23008201
NC_047156.1 23215385
NC_047156.1 23660286
NC_047156.1 23710264
NC_047156.1 23749945
NC_047156.1 24247753
NC_047156.1 24275718
NC_047156.1 24334600
NC_047156.1 24384667
NC_047156.1 24472902
NC_047156.1 24828490
NC_047156.1 24993303
NC_047156.1 25170142
NC_047156.1 25581592
NC_047156.1 25702346
NC_047156.1 25878686
NC_047156.1 26041002
NC_047156.1 26101387
NC_047156.1 26684152
NC_047156.1 26863868
NC_047156.1 27340442
NC_047157.1 251258
NC_047157.1 818603
NC_047157.1 1072919
NC_047157.1 1274014
NC_047157.1 1556715
NC_047157.1 1612056
NC_047157.1 2289234
NC_047157.1 2306306
NC_047157.1 2381435
NC_047157.1 2499070
NC_047157.1 2614773
NC_047157.1 3280598
NC_047157.1 3337051
NC_047157.1 3669331
NC_047157.1 3985753
NC_047157.1 4181124
NC_047157.1 4315751
NC_047157.1 4869573
NC_047157.1 5083190
NC_047157.1 5492439
NC_047157.1 5557698
NC_047157.1 5790436
NC_047157.1 6053322
NC_047157.1 6167568
NC_047157.1 6308022
NC_047157.1 6463572
NC_047157.1 6700551
NC_047157.1 6879665
NC_047157.1 6960982
NC_047157.1 7316138
NC_047157.1 7503332
NC_047157.1 8050605
NC_047157.1 8117850
NC_047157.1 8150509
NC_047157.1 8186510
NC_047157.1 8216613
NC_047157.1 8522411
NC_047157.1 8680067
NC_047157.1 8724716
NC_047157.1 8809240
NC_047157.1 9439623
NC_047157.1 9489684
NC_047157.1 10754708
NC_047157.1 10848292
NC_047157.1 11047053
NC_047157.1 11084647
NC_047157.1 11394132
NC_047157.1 11617741
NC_047157.1 11887254
NC_047157.1 12018397
NC_047157.1 13422218
NC_047157.1 13485816
NC_047157.1 13965080
NC_047157.1 14130464
NC_047157.1 14207410
NC_047157.1 14246467
NC_047157.1 14397627
NC_047157.1 14674006
NC_047157.1 14873514
NC_047157.1 14905174
NC_047157.1 15134056
NC_047157.1 15587418
NC_047157.1 15670450
NC_047157.1 15988336
NC_047157.1 16200589
NC_047157.1 16555683
NC_047157.1 17241440
NC_047157.1 17849079
NC_047157.1 17883226
NC_047157.1 18044291
NC_047157.1 18418658
NC_047157.1 18595189
NC_047157.1 18651674
NC_047157.1 19220446
NC_047157.1 19549259
NC_047157.1 19968026
NC_047157.1 20027994
NC_047157.1 20181032
NC_047157.1 20199614
NC_047157.1 20312352
NC_047157.1 21212178
NC_047157.1 21386369
NC_047157.1 21404908
NC_047157.1 21466004
NC_047157.1 21806145
NC_047157.1 22116196
NC_047157.1 22214803
NC_047157.1 22494921
NC_047157.1 22749414
NC_047157.1 22815490
NC_047157.1 22843553
NC_047157.1 23142870
NC_047157.1 23574283
NC_047157.1 23715620
NC_047157.1 23750807
NC_047157.1 23779505
NC_047157.1 23840752
NC_047157.1 24032429
NC_047157.1 24083987
NC_047157.1 24101692
NC_047157.1 24110531
NC_047157.1 24156213
NC_047157.1 24191988
NC_047157.1 24243764
NC_047157.1 24312467
NC_047157.1 24414403
NC_047157.1 24639512
NC_047157.1 24648255
NC_047157.1 24659413
NC_047157.1 24703955
NC_047157.1 24946214
NC_047157.1 24972864
NC_047157.1 25155181
NC_047157.1 25245426
NC_047157.1 25587329
NC_047157.1 25615457
NC_047157.1 25651772
NC_047157.1 25678070
NC_047157.1 25709383
NC_047157.1 25831651
NC_047157.1 25890277
NC_047157.1 25930170
NC_047157.1 25975954
NC_047157.1 26037513
NC_047157.1 26082965
NC_047157.1 26178974
NC_047157.1 26210209
NC_047157.1 26356965
NC_047157.1 26372845
NC_047157.1 26495616
NC_047157.1 26514458
NC_047157.1 26531078
NC_047157.1 26551093
NC_047157.1 26639220
NC_047157.1 26652178
NC_047157.1 26691871
NC_047157.1 26725516
NC_047157.1 26761020
NC_047157.1 26797105
NC_047157.1 26938941
NC_047157.1 27024212
NC_047157.1 27048975
NC_047157.1 27110883
NC_047157.1 27563672
NC_047157.1 27664198
NC_047157.1 27809157
NC_047157.1 27953743
NC_047157.1 28038390
NC_047157.1 28330192
NC_047158.1 6135193
NC_047158.1 6135195
NC_047158.1 6135484
NC_047158.1 6214996
NC_047158.1 6230400
NC_047158.1 6257788
NC_047158.1 6257897
NC_047158.1 6257973
NC_047158.1 6258221
NC_047158.1 6479857
NC_047158.1 6557490
NC_047158.1 6617342
NC_047158.1 6623360
NC_047158.1 6669825
NC_047158.1 6715570
NC_047158.1 6719364
NC_047158.1 6719426
NC_047158.1 6740298
NC_047158.1 6788260
NC_047158.1 6812217
NC_047158.1 6997104
NC_047158.1 6997175
NC_047158.1 7059856
NC_047158.1 7059859
NC_047158.1 7059918
NC_047158.1 7063828
NC_047158.1 7109730
NC_047158.1 7116876
NC_047158.1 7116982
NC_047158.1 7157822
NC_047158.1 7157961
NC_047158.1 7158031
NC_047158.1 7158090
NC_047158.1 7187073
NC_047158.1 7187157
NC_047158.1 7187208
NC_047158.1 7187283
NC_047158.1 7187295
NC_047158.1 7230500
NC_047158.1 7230525
NC_047158.1 7265065
NC_047158.1 7271300
NC_047158.1 7376589
NC_047158.1 7376621
NC_047158.1 7426162
NC_047158.1 7510349
NC_047158.1 7510521
