REGION253	22	8833779	8834779	6
REGION254	22	8833810	8834811	15
REGION255	23	1	1045	20
REGION256	23	11176	12177	19
REGION257	23	1688156	1689156	9
REGION258	23	178622	181103	100
REGION259	23	2201	3201	41
REGION260	23	6265	7266	22
REGION261	23	8839	9839	12
REGION262	24	19667028	19668028	505
REGION263	24	21420672	21421672	65
REGION264	24	21422790	21435328	80
