REGION204	19	16882050	16887571	3176
REGION205	19	17070243	17071243	8
REGION206	19	20896981	20912558	25
REGION207	20	1247	2905	97
REGION208	21	15407147	15410283	120
REGION209	21	2286726	2288255	44
REGION210	21	2290425	2291550	174
REGION211	21	2292923	2293922	109
REGION212	21	2303683	2304683	96
REGION213	21	2303813	2304813	57
REGION214	21	2307971	2308971	27
REGION215	21	2308148	2309147	255
REGION216	21	2311177	2312177	178
REGION217	21	2311297	2312297	269
REGION218	21	2312946	2313946	962
REGION219	21	24112814	24113814	83
REGION220	21	24933839	24935379	70
REGION221	21	25030626	25031626	1.5
REGION222	21	25030997	25031998	13
REGION223	21	25032907	25038566	22
REGION224	21	25039900	25040900	10
REGION225	21	25053636	25055794	21
REGION226	22	1270151	1271151	5
REGION227	22	18552474	18553474	0
REGION228	22	18553019	18571204	0
REGION229	22	18571942	18572943	1
REGION230	22	19484730	19487595	58
REGION231	22	21159873	21160874	2
REGION232	22	23652090	23653090	61
REGION233	22	23652556	23653557	17
REGION234	22	23658310	23659310	37
REGION235	22	23658524	23659524	25
REGION236	22	23661319	23662319	11
REGION237	22	23666170	23667170	15
REGION238	22	23672013	23673196	7
REGION239	22	23883932	23884932	29
REGION240	22	24796579	24797580	2.5
REGION241	22	24803465	24804791	49
REGION242	22	24818326	24819326	31
REGION243	22	24831309	24832310	29
REGION244	22	24833778	24835881	14
REGION245	22	24836923	24838124	12
REGION246	22	24895342	24896342	17
REGION247	22	25542941	25543941	1
REGION248	22	26287237	26291055	16
REGION249	22	26293653	26296127	25
REGION250	22	26297548	26311966	44
REGION251	22	6877751	6878751	4
REGION252	22	6877771	6878771	4
REGION253	22	8833779	8834779	3
REGION254	22	8833810	8834811	8
REGION255	23	1	1045	10
REGION256	23	11176	12177	7
REGION257	23	1688156	1689156	7
REGION258	23	178622	181103	57
REGION259	23	2201	3201	29
REGION260	23	6265	7266	22
REGION261	23	8839	9839	12
REGION262	24	19667028	19668028	252
REGION263	24	21420672	21421672	36
REGION264	24	21422790	21435328	26
